input,target
action: exit direction: straight distance: 10 steps landmark: elevator,Step out of the elevator and walk forward for 10 steps.
action: exit direction: straight distance: 12 steps landmark: elevator,Exit the elevator and move straight ahead for 12 steps.
action: exit direction: straight distance: 15 steps landmark: elevator,Step out of the elevator and walk straight for 15 steps.
action: exit direction: straight distance: 8 steps landmark: elevator,Exit the elevator and walk straight for 8 steps.
action: continue direction: straight distance: 20 steps,Continue walking straight for 20 steps.
action: continue direction: straight distance: 25 steps,Walk straight for another 25 steps.
action: continue direction: straight distance: 30 steps,Move forward straight for 30 steps.
action: continue direction: straight distance: 35 steps,Continue straight for 35 steps.
action: continue direction: straight distance: 40 steps,Keep walking straight for 40 steps.
action: continue direction: straight distance: 18 steps,Walk straight ahead for 18 steps.
action: continue direction: straight distance: 22 steps,Continue straight for 22 steps.
action: continue direction: straight distance: 45 steps,Walk forward for 45 steps.
action: continue direction: straight distance: 50 steps,Continue straight for 50 steps.
action: continue direction: straight distance: 14 steps,Keep moving straight for 14 steps.
action: continue direction: straight distance: 60 steps,Walk straight for 60 steps.
action: continue direction: straight distance: 7 steps,Continue straight for 7 steps.
action: continue direction: straight distance: 11 steps,Move straight for 11 steps.
action: continue direction: straight distance: 28 steps,Walk forward straight for 28 steps.
action: continue direction: straight distance: 33 steps,Keep going straight for 33 steps.
action: stop landmark: Zara,Stop here. You have reached Zara.
action: stop landmark: Apple Store,Stop walking. You have arrived at the Apple Store.
action: stop landmark: washroom,Stop here. The washroom is directly in front of you.
action: stop landmark: Sephora,Stop. You have reached Sephora.
action: stop landmark: H&M,Stop here. You have arrived at H&M.
action: stop landmark: food court,Stop walking. You are at the entrance to the food court.
action: stop landmark: Starbucks,Stop here. You have reached Starbucks.
action: stop landmark: Nike,Stop. You have arrived at the Nike store.
action: stop landmark: information desk,Stop here. You have reached the information desk.
action: stop landmark: cinema,Stop walking. You have reached the cinema entrance.
action: exit direction: straight distance: 20 steps landmark: elevator,Step out of the elevator and walk straight for 20 steps.
action: exit direction: straight distance: 6 steps landmark: elevator,Exit the elevator and walk forward for 6 steps.
action: continue direction: straight distance: 16 steps,Walk straight for 16 steps.
action: continue direction: straight distance: 19 steps,Continue straight for 19 steps.
action: continue direction: straight distance: 24 steps,Move forward for 24 steps.
action: continue direction: straight distance: 38 steps,Walk straight for 38 steps.
action: continue direction: straight distance: 55 steps,Continue walking straight for 55 steps.
action: stop landmark: Uniqlo,Stop here. You have reached Uniqlo.
action: stop landmark: Lego Store,Stop. You have arrived at the Lego Store.
action: stop landmark: GameStop,Stop here. You are at GameStop.
action: stop landmark: Gap,Stop walking. You have reached the Gap.
action: stop landmark: pharmacy,Stop here. You have reached the pharmacy.
action: board direction: up landmark: elevator,Enter the elevator and press the button for the second floor.
action: exit direction: straight distance: 11 steps landmark: elevator,Step out of the elevator and walk straight for 11 steps.
action: continue direction: straight distance: 13 steps,Continue straight for 13 steps.
action: continue distance: 50 steps landmark: elevator,Walk straight for 50 steps toward the elevator.
action: continue distance: 30 steps landmark: elevator,Continue straight for 30 steps to reach the elevator.
action: continue distance: 15 steps landmark: elevator,Walk forward for 15 steps to the elevator.
action: turn direction: right distance: 5 steps landmark: elevator,"In 5 steps, turn right towards the elevator."
action: turn direction: left distance: 5 steps landmark: elevator,"In 5 steps, turn left towards the elevator."
action: board direction: up landmark: elevator,Step into the elevator and select the fourth floor.
action: board direction: up landmark: elevator,Board the elevator and go up to the fourth floor.
action: board direction: up landmark: elevator,Enter the elevator to go to the fourth floor.
action: board direction: up landmark: elevator,Get on the elevator and head to the fourth floor.
action: board direction: up landmark: elevator,Step inside the elevator and travel to the fourth floor.
action: exit direction: straight distance: 5 steps landmark: elevator,Exit the elevator and walk straight for 5 steps.
action: exit direction: straight distance: 8 steps landmark: elevator,Step out of the elevator and walk forward 8 steps.
action: exit direction: straight distance: 10 steps landmark: elevator,Leave the elevator and walk straight for 10 steps.
action: exit direction: straight distance: 12 steps landmark: elevator,Exit the elevator and move forward 12 steps.
action: exit direction: straight distance: 15 steps landmark: elevator,Step out and walk straight for 15 steps away from the elevator.
action: continue distance: 20 steps,Walk straight for 20 steps.
action: continue distance: 25 steps,Continue forward for 25 steps.
action: continue distance: 35 steps,Walk forward for 35 steps.
action: continue distance: 40 steps,Move straight for 40 steps.
action: continue distance: 18 steps,Continue straight for 18 steps.
action: turn direction: left distance: 10 steps,"In 10 steps, turn left."
action: turn direction: right distance: 10 steps,"In 10 steps, turn right."
action: turn direction: left distance: 15 steps,"In 15 steps, turn left."
action: turn direction: right distance: 15 steps,"In 15 steps, turn right."
action: turn direction: left distance: 20 steps,"In 20 steps, turn left."
action: turn direction: right distance: 20 steps,"In 20 steps, turn right."
action: turn direction: left distance: 30 steps,"In 30 steps, turn left."
action: turn direction: right distance: 30 steps,"In 30 steps, turn right."
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: turn direction: right distance: 5 steps,"In 5 steps, turn right."
action: continue distance: 22 steps landmark: gym,Walk straight for 22 steps to the gym.
action: continue distance: 14 steps landmark: gym,Continue straight for 14 steps toward the gym.
action: continue distance: 10 steps landmark: gym,Walk forward for 10 steps to reach the gym.
action: continue distance: 30 steps landmark: gym,Walk straight for 30 steps. The gym will be at the end.
action: continue distance: 5 steps landmark: gym,Walk forward 5 more steps to the gym entrance.
action: stop landmark: gym,Stop. You have arrived at the gym.
action: stop landmark: gym,Stop here. The gym is directly in front of you.
action: stop landmark: gym,Stop walking. You are at the entrance of the gym.
action: stop landmark: gym,"Stop. You have reached your destination, the gym."
action: stop landmark: gym,Stop here. The gym is now on your left.
action: stop landmark: gym,Stop here. The gym is now on your right.
action: continue distance: 45 steps landmark: elevator,Walk forward 45 steps to get to the elevator.
action: board direction: up landmark: elevator,Step inside the elevator and go to the fourth floor.
action: exit direction: straight distance: 6 steps landmark: elevator,Exit the elevator and walk forward 6 steps.
action: turn direction: left distance: 12 steps,"In 12 steps, turn left."
action: continue distance: 28 steps landmark: gym,Continue straight for 28 steps to the gym.
action: stop landmark: gym,Stop. You have reached the gym.
action: turn direction: right distance: 18 steps,"In 18 steps, turn right."
